Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,France,Lyon,"Trenchant, Jean",L'arithmetique,French,0,Ambroise du Rosne et Michel Jove,http://reader.digitale-sammlungen.de/resolve/display/bsb10207332.html,"Smith (1908), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","Bruxelles (Be), Bibliothèque royale/ Koninklijke Bibliotheek LP 5800 A Cambridge (UK), University Library CCD 13 58 Lyon (Fr), Bibliothèque municipale Rés. 428656 München (De), Bayerische Staatsbibliothek Res. Math p 589 Saint-Bonnet-le-Château (Fr), Collegiale J 1807","The work is divided into three books. Book one: operations with integers and fractions, with several applied problems. Book two: rule of three, barter, companies, commission, alloying. Book three: properties of numbers, including figurate numbers, roots, progressions, interest rates, recreational problems. The third book is followed by a chapter on exchange, and on calculation with counters (tokens and feathers).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,France,Lyon,"Cathalan, Antoine",L'arithmetique et maniere d'apprendre à chiffrer et compter,French,0,Thibaud Payen,http://gallica.bnf.fr/ark:/12148/bpt6k107819b.r=.langEN,"Smith (1908), USTC","Paris (Fr), Bibliothèque nationale de France Rés. 8 Z Don 594 (463)","Operations, progressions, fractions ('nombres rompu'), companies, exchange, misc. practical problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Italy,Naples,Giorgio Lapazzaja,Familiarità d'arithmetica e geometria,Italian,0,Oratio Salviani,,"Van Egmond (1980), Ars Mercatoria (1991), USTC","Paris, BNF: V 6735, Cagliari (It), Biblioteca universitaria Fabriano (It), Biblioteca comunale Firenze (It), Biblioteca nazionale centrale Roma (It), Biblioteca universitaria Alessandrina Torino (It), Biblioteca nazionale universitaria, NNC","The work is rather simple and covers: operations, ratios, fractions, progressions, rule of three, the rule of five, interest, exchange, partnership, alloying, rule of false, roots, mensuration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Germany,Nuremberg,"Spa_nlin, Gallus",Arithmetica künstlicher rechnung lustige exempel mancherley schoener regeln auff linien und ziffern vormals nie gesehen,German,0,Christoph Heußler,http://reader.digitale-sammlungen.de/resolve/display/bsb10186802.html,"Smith (1908), Ars Mercatoria (1991), Bayerische Staatsbibliothek, USTC","München (De), Bayerische Staatsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1566 Sp2","The first pages are dedicated to the reckoning table, the rest of the text deals with Arabic digits (tokens and feathers). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Germany,Nuremberg,"Rudolff, Christoff",Künstliche rechnung mit der ziffer und mit den zal pfennigen sampt der wellischen practica und allerley vorteil auff die regel de Tri,German,0,Christoph Heußler,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10207328_00001.html,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC","München (De), Bayerische Staatsbibliothek Wien (At), Österreichische Nationalbibliothek 72.M.26","Divided into three parts : (i) Grundbuchlein: numeration, operations, fractions, with and without Arabic numerals. (2) Regelbuchlein: rule of three (3) Practica oder Wellische Rechnung (where welsch means 'from Latin people'). (4) Exempelbuchlein: misc. problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Spain,Valencia,"Muñoz (Munoz), Jerónimo Andrés",Institutiones arithmeticae ad percipienda astrologiam et mathematicas facultates necessariae,Latin,0,Juan Mey,https://books.google.it/books?id=Kx08SfSX8CMC&printsec=frontcover&dq=Jer%C3%B3nimo+Mu%C3%B1oz+Institutiones+arithmeticas&hl=it&sa=X&ved=0ahUKEwjt_67WoMPYAhXC7BQKHbQcDrAQ6AEIKDAA#v=onepage&q&f=false,"Smith (1908), Bibliographia physico-mathematica hispa_nica (1999), USTC","Barcelona (Es), Universitat de Barcelona, Biblioteca General 5579 Cádiz (Es), Biblioteca Pública del Estado / Biblioteca Provincial XVI-554 Columbia, NY (USA), University Library OCLC: 29269029 Córdoba (Es), Biblioteca Pública del Estado / Biblioteca Provincial 6/82 Córdoba (Es), Biblioteca Pública del Estado / Biblioteca Provincial 33/46 León (Es), Biblioteca Pública del Estado Milano (It), Biblioteca nazionale Braidense C.X.8678/1 Palma de Mallorca (Es), Biblioteca Provincial 11.420 Roma (It), Biblioteca Casanatense Salamanca (Es), Biblioteca Universitaria Santander (Es), Biblioteca de Menéndez y Pelayo (1.216) Sevilla (Es), Biblioteca Universitaria R.35.5.17 Toledo (Es), Biblioteca de Castilla-La Mancha 566 Valencia (Es), Universidad de Valencia. Biblioteca Histórica Z-3/19 Valencia (Es), Universidad de Valencia. Biblioteca Histórica Z-6/142","Divided into three books. Book one: numeration, operations, proportions. Book two: fractions, operation with fractions, sexagesimal fractions. Book three: ratios and proportions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Italy,Venice,"Mariani, Giovanni","Tariffa de tutti li ori che correno per il mondo, redutti da li suoi pretii in ducati correnti Et calando e crescendo di pretio questa servirà in perpetuo. Nuovamente revista & con somma diligentia ristampata",Italian,0,Domenico Farri,,"Ars Mercatoria (1991), USTC","Padova (It), Biblioteca civica Pesaro (It), Biblioteca Oliveriana",The work is entirely dedicated to arithmetic tables dealing with exchange and interest rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Spain,Zaragoza,"Gutiérrez de Gualda, Juan",Arte breve y muy provechosa de cuenta castellana y arithmetica,Castilian,0,Miguel de Suelves,,"Bibliographia physico-mathematica hispa_nica (1999), Ars Mercatoria (1991), Ausejo, E (2015) in A Delicate Balance: Global Perspectives on Innovation and Tradition in the History of Mathematics, USTC","London (UK), British Library 712.b.59 Madrid (Es), Biblioteca Nacional de España R-12767(4) Madrid (Es), Real Academia Española de la Lengua 14-IX-60(2) Oviedo (Es), Biblioteca Universitaria Ej. falto de port. Roma (VA), Biblioteca Apostolica vaticana BAV MAG STAMPATI Stamp.Ross.5105 Valencia (Es), Universidad de Valencia. Biblioteca Histórica Z-14/207(2) Villanueva y Geltrú / Vilanova i la Geltrú (Es), Biblioteca-Museo Víctor Balaguer XVI-B/58(2)","Numeration, operations, calculations with money, actualization, proportions, business problems, currency exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Spain,Zaragoza,"Icíar, Juan de / Gutiérrez de Gualda",Libro subtilissimo por el qual se enseña a escrevir y contar perfectamente,Castilian,0,Miguel de Suelves,,"Ausejo, E (2015) in A Delicate Balance: Global Perspectives on Innovation and Tradition in the History of Mathematics, USTC","Berkeley, CA (USA), Berkeley University Library Z43.A3 I3 1566 Cambridge (UK), University Library Columbia, NY (USA), University Library OCLC: 132692483 Houghton Library, Harvard University, Cambridge, MA (USA) TypW 560.66.460 Houghton Oviedo (Es), Biblioteca Universitaria Enc. pasta Private collections","Numeration, operations, calculations with money, actualization, proportions, business problems, currency exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Netherlands,Amsterdam,Nicolaus Petri Daventriensis (Claes Pietersz van Deventer),"Arithmetica. Practicque omme cortelijcken te lere chijpheren, nae allerleije coophandelinghe, op Amstelredamsche maete, munte, unde gewichte geordonneert",Dutch,0,Jan Ewoutzoon,,"Smith (1908), USTC","Amsterdam (Nl), Universiteitsbibliotheek Universiteit van Amsterdam Ned. Inc. 418 (title-page defective) London (UK), British Library C.107.df.29 London (UK), British Library C.107.df.29","[from the 1635 edition]: numeration and operations (both with Arabic digits and with the counter abacus: tokens and feathers), progressions, rule of three, fractions, operations and rule of three with fractions, interest rates, profits and losses, exchange, mensuration, companies problems, gold and silver, alloying, rule of false, algebra or 'Cossa' (variables, variables in fractions, 'surdische'/surdi numbers, binomials), roots, bookkeeping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Netherlands,Antwerp,"Núñez, Pedro / Nunes Pedro",Libro de algebra en arithmetica y geometria,Portuguese,0,Joannes Steelsius,https://books.google.it/books?id=anVAEMqtIO0C&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,"Taming the unknown (2014), Pluralité de l'algèbre à la Renaissance (2012), USTC","Spain Madrid Universidad Complutense, Biblioteca Histórica Marqués de Valdecilla FG 391   United States Cambridge Houghton Library, Harvard University *PC5 N9225 567?   United Kingdom Glasgow University Library OCLC: 181881483   United Kingdom Oxford Bodleian Library Savile Aa 7   France Paris Bibliothèque de l'Institut de France OCLC: 23635638   Vatican City Roma Biblioteca Apostolica Vaticana BAV MAG STAMPATI Loreto.V.17   Spain Toledo Biblioteca de la Provincia Franciscana de Castilla-La Mancha, OFM San Juan de los Reyes XXV/207   Denmark København Det Kongelige Bibliotek KB 127-140   Netherlands Leiden Universiteitsbibliotheek UBGM 643 G 22   Portugal Lisboa Biblioteca Nacional de Portugal F R 3493   Portugal Lisboa Biblioteca Nacional de Portugal RES 3734 P   Portugal Lisboa Biblioteca Nacional de Portugal RES 42779 P   Portugal Lisboa Biblioteca Nacional de Portugal RES 46343 P   United Kingdom London British Library 530.b.15   Spain Madrid Museo Naval. Biblioteca CF-67   United Kingdom Oxford Bodleian Library 8 p0 s N 16 Art.   France Poitiers Médiathèque municipale François Mitterrand D 6508   United Kingdom London Middle Temple Library BAY L530   Poland Kraków Biblioteka Jagiellonska CIM.O.1246   Portugal Coimbra Biblioteca Geral da Universidade de Coimbra RB 16 28   Netherlands Leiden Universiteitsbibliotheek UBBSZ FILM 2001   Spain Madrid Biblioteca Nacional de España R/8909   Spain Madrid Biblioteca Nacional de España R/8722   Spain Madrid Biblioteca Nacional de España R/4174   Spain Madrid Biblioteca Nacional de España R/25226   Spain Madrid Biblioteca Nacional de España R/25237   Republic of Ireland Dublin Marsh's Library    United Kingdom Cambridge St John's College Library 2.44.98   Spain Madrid Biblioteca Universidad Complutense de Madrid B. Histórica M. de Valdecilla BH FG 391   United Kingdom Glasgow University Library Ea6-g.21   Belgium Brussel / Bruxelles Bibliothèque royale/ Koninklijke Bibliotheek LP 3014 A","[from Taming the unknown, p. 205]: drawing directly from the work of Pacioli and the maestri d’abbaco, the Portuguese mathematician Pedro Nuñes (1502–1578), began work on the manuscript he would eventually publish as the Libro de algebra (or Book on Algebra) (1567). Both as Royal Cosmographer under King John III (the Pius) of Portugal and as professor of mathematics at the University of Coimbra, Nuñes gave instruction in the art of navigation to those associated with Portugal’s merchant and naval fleets. His Libro de algebra provided the mathematical underpinnings of that instruction—and much more—adopting Pacioli’s abbreviated notational style and treating the solution not only of linear and quadratic equations but also that of a cubic equation of the type x3 +cx = d following the spectacular mid-sixteenth-century work of the Italians Niccolò Tartaglia and Girolamo Cardano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Bohemia,Prague,"Klatovsk_ z Dalmanhorstu, Ond_ej","Knij_ka w C_eském a N_meckém Yazyku slo_ená Ktrerakby C_ech N_mecky, a N_mec C_esky _ijsti, psáti, y mluwiti, v_iti se m_l. Ein Buechlein in Behmischer und Detscher Sprach deßgleichen ein Detscher Behemisch lesen schreiben und reden lernen sol",Czech and German,0,Ji_í star_í Melantrich z Avent_na,,"Ars Mercatoria (1991), USTC","London (UK), British Library 12976.aa.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Bohemia,Prague,"Brnensky, Jiri Mikulas","Knizka v niz obsahuji se zacatkove umeni arithmetice, to jest poctu na cifry neb liny poznani pro pacholata a lidi kupecke sebrana (Rechenbuch on the beninning of the art of arithmetic, i.e. Rechnung auf Ziffern und Linien für Kinder und Kaufleute)",Czech,0,"Kantor, Jan",,Ars Mercatoria (1991),"London (UK), British Library C.125.a.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Italy,Venice,"Mariani, Giovanni","Tariffa perpetua con le ragion fatte per scontro de qualunque mercadante si voglia, che dimostra quanto monta ogni quantità de cadauna mercantia ad ogni precio, si a peso come a numero. Bona per ogniuno, in Venezia, Dalmatia, & altri luochi nelli quali si ragiona, & si spende a moneda venetiana. Et è bona per Verona, Bressa, Bergamo, Milan, Cremona, Mantoa, & altri luochi dove si ragiona, & si spenda a moneta imperiale & bressana: con la reduttion de moneda venetiana in moneda imperial, & de la imperialein venetiana",Italian,0,Francesco I Rampazetto ad instantia de l'auttore,,"Ars Mercatoria (1991), USTC","Glasgow (UK), University Library Mu13-g.1 Padova (It), Pontificia Biblioteca Antoniana Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Treviso (It), Biblioteca del Seminario vescovile",The work is entirely dedicated to arithmetic tables dealing with exchange and interest rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Italy,Venice,Pietro Borghi,Libro de abacho (reprint of Opera de arithmetica),Italian,0,Francesco de Leno,,"Van Egmond (1980), Ars Mercatoria (1991)","Genoa Berio, Bergamo (It), Biblioteca civica Angelo Mai Bologna (It), Biblioteca comunale dell'Archiginnasio Chiavari (It), Biblioteca della Società economica Chicago, IL (USA), Chicago University Library QA135.B75 Glasgow (UK), University Library Mu36-e.4 Roma (It), Biblioteca Angelica Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Roma (It), Biblioteca universitaria Alessandrina Roma (VA), Biblioteca Apostolica vaticana Rovigo (It), Biblioteca dell'Accademia dei Concordi Siena (It), Biblioteca comunale degli Intronati Torino (It), Biblioteca nazionale universitaria Treviso (It), Biblioteca comunale Trieste (It), Biblioteca civica Attilio Hortis Venezia (It), Biblioteca d'arte e storia veneziana del civico Museo Correr","Numeration, operations (multiplication, division, addition, subtration), fractions, rule of three, company problems, barter, alloying, false position, misc. problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Italy,Venice,Pietro Cataneo,Le pratiche delle due prime mathematiche. Libro D'Albaco E Geometria ,Italian,0,Giovanni Griffio,,Van Egmond (1980),"Florence Nazionale, London British, Bologna Universitaria, Padova Universitaria, London University College, NUC, NNC, STC, Dfo, KU, IU","Abacus manual: numeration, operations with numbers, money and measures, fractions, proportions, profits and losses, companies, exchange, barter, interest rates, actualization, chatain, roots, geometry, measurement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Italy,Venice,"Gemma Frisius, trans Oratio Toscanella, Jacques Peletier du Mans","Aritmetica prattica facilissima (Frisius), Della dimostration della radice quadrata (Peletier)",Italian,0,Giovanni Bariletto,https://books.google.co.uk/books?id=tOWZs8GSka4C&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,"Van Egmond (1980), USTC","Assisi (It), Biblioteca Porziuncola Bologna (It), Biblioteca comunale dell'Archiginnasio Bologna (It), Biblioteca del Dipartimento di matematica dell'Università degli studi di Bologna Brescia (It), Biblioteca Ottorino Marcolini dell'Università cattolica del Sacro Cuore Cagliari (It), Biblioteca universitaria Fermo (It), Biblioteca civica Romolo Spezioli Firenze (It), Biblioteca Marucelliana Firenze (It), Biblioteca nazionale centrale Forlì (It), Biblioteca comunale Aurelio Saffi Gorizia (It), Biblioteca statale Isontina London (UK), British Library 8535.df.20. Lucca (It), Biblioteca statale Mantova (It), Biblioteca comunale Teresiana Mercogliano (It), Biblioteca pubblica statale annessa al Monumento nazionale dell'Abbazia di Montevergine Napoli (It), Biblioteca Nazionale Vittorio Emanuele III New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1567 G28 New York, NY (USA), Pierpont Morgan Library PML 126434 Parma (It), Biblioteca Palatina Pesaro (It), Biblioteca Oliveriana Pisa (It), Biblioteca universitaria Ravenna (It), Biblioteca comunale Classense Roma (It), Biblioteca Angelica Roma (It), Biblioteca dell'Accademia dei Lincei e Corsiniana Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Roma (VA), Biblioteca Apostolica vaticana Siena (It), Biblioteca comunale degli Intronati Torino (It), Biblioteca nazionale universitaria Trento (It), Biblioteca comunale 2° P.t-G 2 e 161 Treviso (It), Biblioteca comunale Venezia (It), Biblioteca nazionale Marciana, London University College, NUC, MiU, RPJCB, IU","Numeration, Operations, Fractions, rule of three, ('regole volgari': by this definition he seems to mean abacus mathematics) companies, false position, roots (square and cubic), proportions, interest rates ('usury'), calendar, recreational problems. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Italy,Venice,Girolamo Tagliente,Libro de abaco,Italian,0,Francesco de Leno,Link at 1547 edition (Milan),"Van Egmond (1980), Ars Mercatoria (1991), USTC","London (UK), British Library 1607/266 Milano (It), Archivio storico civico e Biblioteca Trivulziana","Numeration, operations (multiplication ‘per cholonella’, ‘per schachiero’; division ‘per colonna’, ‘per galia’; sum in the £/s/d system, subtraction), rule of three and business applications (equivalences, exchange, alloying, partnerships, barter, interest rates, misc problems) [each problem has a graphic illustration of the mathematical process, but it also has a step-by-step commentary], tariff, recommendations on merchandise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,Germany,Wittenberg,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis, per gemmam Frisium medicum ac mathematicum",Latin,0,Johann Schwertel,http://reader.digitale-sammlungen.de/resolve/display/bsb10186814.html,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Halle (De), Universitäts- und Landesbibliothek München (De), Bayerische Staatsbibliothek","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
